age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
32.0,Private,207668.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,INVALID,15024.0,0.0,45.0,United-States,>50K
48.0,Private,160220.0,Assoc-voc,11.0,Married-civ-spouse,INVALID,INVALID,White,Male,0.0,0.0,40.0,United-States,>50K
26.0,Private,132749.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,45.0,United-States,<=50K
45.0,Self-emp-not-inc,165267.0,9th,5.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K.
41.0,Local-gov,340682.0,HS-grad,9.0,Divorced,Adm-clerical,not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
32.0,Private,100154.0,9th,5.0,Married-civ-spouse,Other-service,INVALID,INVALID,Male,0.0,0.0,40.0,El-Salvador,<=50K.
52.0,?,252903.0,HS-grad,9.0,Divorced,?,Not-in-family,White,Male,0.0,0.0,45.0,United-States,>50K
47.0,Private,216999.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,INVALID,0.0,0.0,45.0,United-States,<=50K
40.0,Private,34722.0,Some-college,10.0,Divorced,Transport-moving,NOT-IN-FAMILY,White,Male,0.0,0.0,48.0,United-States,>50K
58.0,?,914261,1ts-4th,2.0,anabies-upserdMretso-,?,Unmarried,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K
60.0,Local-gov,313852.0,Masters,14.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,25.0,United-States,<=50K
38.0,Private,101978.0,Some-college,10.0,Separated,Machine-op-inspct,Not-in-family,INVALID,Male,0.0,2258.0,55.0,United-States,>50K
46.0,Local-gov,93557.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,3103.0,0.0,50.0,United-States,>50K.
43.0,Self-emp-not-inc,75993.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,35.0,United-States,<=50K.
39.0,Private,140169.0,10th,6.0,Separated,Other-service,Unmarried,White,Female,0.0,0.0,40.0,INVALID,<=50K.
36.0,?,28160.0,HS-grad,9.0,Divorced,?,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
31.0,Private,122612.0,Masters,14.0,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,0.0,0.0,25.0,Japan,>50K.
39.0,Federal-gov,99146.0,Bachelors,13.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,1887.0,60.0,United-States,>50K
27.0,Private,209801.0,Some-college,,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,45.0,?,<=50K
32.0,Private,180303.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,0.0,70.0,South,<=50K.
65.0,?,123484.0,HS-grda,9.0,Widowed,?,Other-relative,INVALID,Female,0.0,0.0,25.0,United-States,<=50K
22.0,Private,914261,HS-grad,9.0,Never-married,Craft-repair,Own-child,INVALID,Male,0.0,0.0,40.0,United-States,<=50K
62.0,Private,345780.0,oAcs-soc,11.0,wvDriocd,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
36.0,Private,186865.0,Doctorate,16.0,,INVALID,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
28.0,Private,176683.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178.0,0.0,50.0,United-States,>50K
68.0,INVALID,450580.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,INVALID,0.0,0.0,20.0,INVALID,<=50K
30.0,Private,622192.0,Some-college,10.0,Married-civ-spouse,,Wife,White,Female,0.0,0.0,6.0,united-states,<=50K.
19.0,Private,188669.0,Some-college,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,25.0,UNITED-STATES,<=50K
,Private,34987.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,53.0,United-States,<=50K
40.0,Private,116218.0,Some-college,10.0,Separated,Adm-clerical,Unmarried,White,Female,0.0,0.0,45.0,United-States,<=50K
33.0,Private,243674.0,HS-grad,9.0,Separated,Tech-support,Not-in-family,White,Male,0.0,0.0,46.0,United-States,<=50K
33.0,,373432.0,Some-college,10.0,Separated,Craft-repair,Own-child,White,Male,0.0,0.0,60.0,United-States,<=50K.
40.0,Private,164663.0,HS-grad,,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
46.0,Self-emp-inc,201865.0,oflohPrcs-o,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
53.0,Private,283320.0,Bachelors,13.0,Divorced,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
19.0,Private,351802.0,HS-grad,9.0,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,35.0,United-States,<=50K
17.0,Self-emp-inc,914261,10th,6.0,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,35.0,United-States,<=50K
35.0,Private,152734.0,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,Black,Male,0.0,0.0,40.0,?,<=50K
34.0,Private,303177.0,10th,6.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,45.0,Mexico,<=50K.
33.0,Private,229636.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,Mexico,<=50K.
41.0,Local-gov,249039.0,HS-grad,9.0,Separated,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,INVALID,<=50K.
60.0,Private,132529.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
23.0,Private,27776.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
64.0,Self-emp-not-inc,167877.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,>50K.
30.0,Private,118056.0,Some-college,10.0,eresnrtp-doas-usaMbei,INVALID,Unmarried,White,Female,0.0,0.0,45.0,United-States,<=50K
67.0,INVALID,132057.0,HS-grad,9.0,Married-civ-spouse,?,Husband,Black,Male,0.0,0.0,20.0,United-States,<=50K
32.0,Private,51150.0,Assoc-voc,11.0,INVALID,Adm-clerical,unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
78.0,Private,111189.0,7th-8th,4.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,35.0,Dominican-Republic,<=50K
51.0,Private,172493.0,Some-college,10.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,12.0,UNITED-STATES,<=50K
64.0,State-gov,104361.0,Some-college,10.0,Separated,Adm-clerical,Not-in-family,White,Female,0.0,0.0,65.0,INVALID,<=50K
51.0,Private,914061.0,HS-grad,9.0,Divorced,Craft-erpair,Not-in-family,White,Mle,0.0,0.0,50.0,UNITED-STATES,<=50K.
36.0,Private,914261,5th-6th,3.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,35.0,United-States,<=50K
22.0,Private,201490.0,INVALID,9.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K
21.0,Private,311478.0,HS-grad,9.0,Never-married,flresedsnc-reaanl,Own-child,Black,Male,0.0,0.0,45.0,United-States,<=50K.
54.0,Private,186272.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,3908.0,0.0,50.0,United-States,<=50K.
44.0,Private,177083.0,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
29.0,Private,153805.0,vnidial,9.0,Never-married,Machine-op-inspct,Other-relative,eOrh,Male,0.0,0.0,40.0,Ecuaor,INVALID
46.0,INVALID,168262.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,>50K.
48.0,Self-emp-not-inc,218835.0,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,England,<=50K
38.0,INVALID,32989.0,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K.
17.0,Private,272372.0,11th,7.0,Never-married,Adm-clerical,INVALID,White,Female,0.0,0.0,7.0,United-States,<=50K.
49.0,Private,914261.0,HS-grad,9.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
35.0,Private,119098.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298.0,0.0,40.0,United-States,>50K
47.0,State-gov,185400.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>0K.
29.0,Self-emp-inc,168221.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1740.0,70.0,United-States,<=50K
55.0,Federal-gov,186791.0,HS-grad,9.0,Divorced,,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
21.0,Private,224640.0,Some-college,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
19.0,Private,39623.0,lleeSogocme-,10.0,Never-married,INVALID,Own-child,White,Female,0.0,0.0,25.0,United-States,<=50K.
45.0,Private,105431.0,HS-grad,9.0,Divorced,Farming-fishing,Unmarried,Black,Female,0.0,0.0,39.0,United-States,<=50K.
37.0,Private,111129.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,39.0,United-States,<=50K.
48.0,Self-emp-not-inc,191277.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,WHITE,Male,0.0,1902.0,60.0,United-States,INVALID
53.0,Private,138022.0,Bachelors,13.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K.
39.0,Private,205359.0,Assoc-acdm,12.0,Widowed,Adm-clerical,Unmarried,White,Female,0.0,0.0,45.0,United-States,
35.0,Private,108293.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,2205.0,40.0,INVALID,<=50K
33.0,Private,34574.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,43.0,United-States,<=50K
54.0,Private,220115.0,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,White,Male,0.0,0.0,30.0,United-States,<=50K
28.0,verPeat,102533.0,Some-college,10.0,Separated,Handlers-cleaners,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K
23.0,Private,32950.0,Some-college,10.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
44.0,Private,355728.0,Some-college,10.0,Separated,Exec-managerial,Not-in-family,White,Male,0.0,1980.0,45.0,England,<=50K
33.0,Private,96635.0,Some-college,10.0,Never-married,Sales,Not-in-family,Asian-Pac-Islandey,Male,0.0,0.0,26.0,South,<=50K
52.0,,139176.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,8.0,United-States,<=50K
20.0,Private,275421.0,Some-college,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K.
17.0,Private,104232.0,10th,6.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,10.0,United-States,<=50K
35.0,Private,90273.0,7th-8th,4.0,INVALID,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,?,>50K
46.0,Private,140782.0,Assoc-acdm,12.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,50.0,United-States,<=50K
17.0,Private,194946.0,11th,7.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K.
21.0,Private,109869.0,,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,30.0,United-States,<=50K
21.0,Private,174907.0,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
50.0,private,138852.0,Some-college,10.0,Divorced,Craft-repair,Not-in-family,White,Male,4650.0,0.0,22.0,United-States,INVALID
51.0,Private,142835.0,11th,7.0,Married-civ-spouse,Machine-op-inspct,Husband,INVALID,Male,0.0,0.0,40.0,United-States,<=50K
44.0,Private,211759.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,Other,Male,0.0,0.0,40.0,Puerto-Rico,INVALID
49.0,State-gov,12345,Some-college,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
44.0,Private,187584.0,HS-grad,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,Canada,<=50K
36.0,Private,150042.0,Bachelors,13.0,Divored,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
33.0,Private,162572.0,Bachelors,13.0,INVALID,Prof-specialty,Husband,White,Male,99999.0,0.0,40.0,United-States,>50K
18.0,Private,426836.0,5th-6gh,3.0,Never-married,Handlers-cleaners,Other-relative,White,Male,0.0,0.0,40.0,Mexico,<=50K
32.0,Private,296466.0,INVALID,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,50.0,United-States,>50K.
22.0,Private,102684.0,Some-college,10.0,Never-married,,Not-in-family,White,Male,0.0,0.0,32.0,United-States,<=50K
67.0,?,274451.0,7th-8th,4.0,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
49.0,Private,178749.0,Masters,14.0,Married-spouse-absent,,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
49.0,Private,329603.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,INVALID,White,Male,0.0,1902.0,40.0,United-States,>50K
33.0,Private,181091.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,60.0,Iran,12345
27.0,Private,376150.0,Some-college,10.0,Ms-onbpurd-erataisxes,Sales,Not-in-family,White,Female,0.0,0.0,25.0,United-States,<=50K
33.0,State-gov,357691.0,Masters,14.0,Married-civ-spouse,oevestvrtr-cirP,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
22.0,Private,191265.0,Some-college,10.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,30.0,United-States,<=50K.
56.0,Private,32446.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,INVALID,>K0h
40.0,Federal-gov,190910.0,bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,INVALID,Male,0.0,0.0,40.0,United-States,>50K.
51.0,Private,162238.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1887.0,47.0,United-States,>50K
35.0,Private,144322.0,hs-grad,9.0,Divorced,,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
70.0,?,306563.0,HS-grad,9.0,Married-civ-spouse,INVALID,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
43.0,Private,62857.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
45.0,Federal-gov,81487.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,Puerto-Rico,>50K
77.0,Private,213136.0,Doctorate,16.0,Widowed,Exec-managerial,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K.
24.0,Private,21154.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,30.0,United-States,<=50K
38.0,Federal-gov,122240.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,55.0,,>50K.
35.0,Private,914261.0,HS-grad,9.0,Divorced,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
22.0,Private,914261.0,Assoc-voc,11.0,Divorced,Tech-support,Not-in-family,INVALID,Male,0.0,0.0,60.0,United-States,<=50K
67.0,State-gov,423561.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
29.0,INVALID,176037.0,Assoc-voc,11.0,INVALID,Tech-support,Not-in-family,Black,Male,14344.0,0.0,40.0,United-States,>50K
52.0,Private,172165.0,10th,6.0,Divorced,Other-service,Other-relative,White,Female,0.0,0.0,25.0,United-States,<=50K
54.0,Federal-gov,35576.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
37.0,Private,201531.0,HS-grad,9.0,Married-civ-spouse,Farmig-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
38.0,Private,220585.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,INVALID,Male,0.0,0.0,55.0,United-States,>50K
21.0,?,277700.0,Some-college,10.0,Never-married,?,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K
33.0,Self-emp-not-inc,24504.0,HS-grad,9.0,Separated,Craft-repair,Other-relative,White,Male,0.0,0.0,50.0,United-States,<=50K
59.0,Local-gov,176118.0,Masters,14.0,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,>50K
35.0,Private,327435.0,Some-college,10.0,Separated,Prof-specialty,Unmarried,White,Female,0.0,0.0,45.0,United-States,>50K.
66.0,Private,48034.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,,White,Male,0.0,0.0,16.0,United-States,<=50K.
26.0,Private,212304.0,7th-8th,4.0,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,48.0,United-States,<=50K
35.0,Private,189922.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,,Male,0.0,0.0,40.0,United-States,<=50K
26.0,Private,914261,HS-grad,9.0,Divorced,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
54.0,Federal-gov,127455.0,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,48.0,United-States,>50K
32.0,Private,340917.0,Bachelors,13.0,INVALID,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50.0,United-States,INVALID
63.0,Private,174018.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,Black,Male,0.0,0.0,40.0,United-States,>05K
28.0,Private,46322.0,Assoc-acdm,12.0,INVALID,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,38.0,United-States,<=50K.
58.0,Private,197319.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
23.0,INVALID,322674.0,Some-college,10.0,Never-married,Handlers-cleaners,Not-in-family,White,INVALID,0.0,0.0,40.0,United-States,0K<=5
46.0,Local-gov,190961.0,HS-grad,9.0,Separated,dAialcmc-lre,Unmarrned,Black,Female,0.0,0.0,40.0,United-States,<=50K.
31.0,Private,289731.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
53.0,Local-gov,,9th,5.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K.
57.0,PRIVATE,296152.0,INVALID,10.0,Divorced,Exec-managerial,Other-relative,White,Female,594.0,0.0,10.0,United-States,<=50K
53.0,Private,914261,5th-6th,3.0,Married-civ-spouse,Other-service,ieraeOvehrl-tt,White,Female,0.0,0.0,24.0,aIyt,INVALID
34.0,Private,159322.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
19.0,Private,60661.0,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,52.0,United-States,<=50K
34.0,Local-gov,126584.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K.
62.0,Private,109190.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,INVALID,15024.0,0.0,40.0,United-States,>50K
73.0,Self-emp-not-inc,143833.0,12th,8.0,INVALID,Farming-fishing,Husband,White,Male,0.0,0.0,18.0,United-States,<=50K
41.0,Private,222142.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,3464.0,0.0,40.0,United-States,<=50K.
40.0,Local-gov,36296.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,>50K.
58.0,Private,129786.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,INVALID
32.0,Private,221680.0,Bachelors,13.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K.
17.0,Private,172050.0,11th,7.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,16.0,United-States,<=50K
35.0,Self-emp-inc,200352.0,Bachelors,13.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,45.0,United-States,>50K.
59.0,Private,653215.0,11th,7.0,Widowed,Transport-moving,INVALID,White,Female,0.0,0.0,40.0,United-States,INVALID
29.0,Private,114158.0,Bachelors,13.0,Never-married,Exec-managerial,Own-child,White,Female,3325.0,0.0,10.0,United-States,<=50K
48.0,Private,336540.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
48.0,Self-emp-inc,214994.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States,>50K.
64.0,Self-emp-not-inc,234192.0,7th-8th,4.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,80.0,United-States,<=50K.
40.0,Self-emp-not-inc,45093.0,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,45.0,Canada,<=50K
67.0,Private,118363.0,Bachelors,13.0,Divorced,,Not-in-family,White,Female,0.0,2206.0,5.0,United-States,<=50K
29.0,Private,153416.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,55.0,United-States,<=50K
34.0,Local-gov,143699.0,Some-college,10.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,40.0,United-States,INVALID
49.0,Self-emp-not-inc,47086.0,Bachelors,13.0,Widowed,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
55.0,Private,89690.0,Bachelors,13.0,INVALID,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,>50K
24.0,Private,116800.0,Assoc-voc,11.0,Never-married,Machine-op-inspct,Own-child,White,INVALID,0.0,0.0,35.0,United-States,<=50K
44.0,Private,121718.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,48.0,United-States,>50K.
27.0,Private,410351.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
22.0,Local-gov,134181.0,HS-grad,9.0,Never-married,HANDLERS-CLEANERS,Other-relative,White,Male,0.0,0.0,50.0,United-States,<=50K
28.0,Private,230856.0,Some-college,10.0,Never-married,Prof-specialty,Not-in-family,Black,Female,3325.0,0.0,50.0,United-States,<=50K
55.0,Private,124808.0,Assoc-voc,11.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1977.0,50.0,Germany,>50K
27.0,Private,74056.0,ASSOC-VOC,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,48.0,United-States,<=50K.
45.0,Private,178416.0,Assoc-voc,11.0,Divorced,HANDLERS-CLEANERS,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
75.0,Private,191446.0,4h1s-tt,2.0,Married-civ-spouse,Other-service,Other-relative,Black,Female,0.0,0.0,16.0,United-States,<=50K
28.0,?,131310.0,HS-grad,9.0,Sepaated,?,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
65.0,Self-emp-inc,226215.0,Bachelors,13.0,Never-married,INVALID,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K.
46.0,Private,914261.0,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1902.0,40.0,United-States,>50K.
29.0,Private,210867.0,ht11,7.0,Separated,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K.
20.0,Federal-gov,225515.0,Some-college,10.0,Never-married,Tech-support,Own-child,White,Female,0.0,0.0,24.0,United-States,<=50K
43.0,Private,54611.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
33.0,Private,198727.0,HS-grad,9.0,Divorced,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
23.0,Private,126613.0,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,30.0,United-States,<=50K.
46.0,Private,281647.0,Bachelors,13.0,Divorced,Tn-toogapvrmsri,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K.
47.0,Private,362654.0,HS-grad,9.0,,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
42.0,Private,201495.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,INVALID,<=50K
45.0,Private,187370.0,Masters,14.0,Divorced,Exec-managerial,neramUdri,White,Male,7430.0,0.0,70.0,United-States,>50K
61.0,,313852.0,Bachelors,13.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K.
23.0,Private,208826.0,Bachelors,13.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
47.0,Private,200734.0,HS-grad,9.0,Separated,Priv-house-serv,Not-in-family,Black,armeel,0.0,0.0,50.0,auarNaci,<=50K.
37.0,PRIVATE,12345,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
39.0,Private,252327.0,9th,5.0,Separated,Craft-repair,INVALID,,male,0.0,0.0,35.0,Mexico,INVALID
25.0,Private,51498.0,12th,8.0,Never-married,Other-service,Other-relative,White,Male,0.0,0.0,40.0,United-States,<=50K
27.0,Private,587310.0,Assoc-acdm,12.0,Married-civ-spouse,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,El-Salvador,<=50K.
44.0,private,103980.0,Some-college,10.0,Divorced,Prof-specialty,Own-child,White,Male,3325.0,0.0,35.0,United-States,<=50K.
18.0,Private,301867.0,HS-grad,9.0,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Female,0.0,0.0,20.0,United-States,<=50K
67.0,Private,131656.0,Bachelors,13.0,Married-civ-spouse,INVALID,asnbhHd,White,Male,0.0,2392.0,24.0,United-States,>50K.
34.0,Private,356882.0,HS-grad,9.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K.
58.0,state-gov,198145.0,bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,35.0,United-States,>50K
58.0,Private,205896.0,INVALID,9.0,Divorced,Sales,Other-relative,White,Female,0.0,0.0,40.0,United-States,<=50K
66.0,?,108185.0,9th,5.0,Married-civ-spouse,?,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
59.0,Private,171242.0,Bachelors,13.0,Separated,Exec-managerial,Not-in-family,INVALID,Male,0.0,0.0,45.0,INVALID,<=50K.
27.0,Private,158156.0,HS-grad,9.0,rdNrvieemea-r,,Not-in-family,INVALID,Female,0.0,0.0,42.0,United-States,<=50K
33.0,,214288.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,1848.0,48.0,United-States,>50K.
